Na averaging 8
Integration time [ms]: 300,000
Averaging Nr. [scans]: 8
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804350U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
362,014;  100,967;  -44,124;    0,000
362,180;  184,763;  101,845;    0,000
362,346;    0,010; -154,169;    0,000
362,512;   99,927;   15,710;    0,000
362,678;   74,899; -109,159;    0,000
362,844;  155,963;  -35,182;    0,000
363,010;   96,392;   50,828;    0,000
363,177;  118,820;   91,794;    0,000
363,343;  165,681;   69,844;    0,000
363,509;  118,424; -126,123;    0,000
363,675;  -61,937; -216,188;    0,000
363,841;  106,649;   27,901;    0,000
364,007;  172,585;   49,834;    0,000
364,173;  122,795;   13,773;    0,000
364,339;  320,595;  190,830;    0,000
364,505;   65,006; -109,153;    0,000
364,671;   41,603;  -98,097;    0,000
364,838;  235,695;  -20,161;    0,000
365,004;  323,738;   68,824;    0,000
365,170;  228,317;   95,885;    0,000
365,336;  131,298;  -17,273;    0,000
365,502;   94,309; -178,262;    0,000
365,668;   70,642;  -52,127;    0,000
365,834;   90,131; -105,153;    0,000
366,000;  -72,122; -224,166;    0,000
366,166;  191,723;   41,739;    0,000
366,332;  159,024;  -59,189;    0,000
366,498;   86,267;  -83,217;    0,000
366,664;  171,424;  -53,183;    0,000
366,830;   33,449;  -31,087;    0,000
366,996;   87,071; -109,086;    0,000
367,162;  190,288;   50,806;    0,000
367,328;   95,103;  -32,097;    0,000
367,494;  220,738;   67,809;    0,000
367,660;  115,649;  -68,144;    0,000
367,826;  -22,754; -196,134;    0,000
367,992;  153,149;    6,901;    0,000
368,158; 1150,970; 1042,815;    0,000
368,323;   46,310; -140,097;    0,000
368,489;  104,720;  -19,215;    0,000
368,655;  149,263;   93,860;    0,000
368,821;  116,671;  -84,062;    0,000
368,987;   79,006;  -85,183;    0,000
369,153;  116,970;   68,770;    0,000
369,319;  244,270;   87,782;    0,000
369,485;  -38,819; -146,126;    0,000
369,651;  337,191;  249,765;    0,000
369,817;   61,467;  -84,184;    0,000
369,982;   40,338;  -66,242;    0,000
370,148;   34,731; -133,144;    0,000
370,314;  204,760;   64,831;    0,000
370,480;  188,038;   57,791;    0,000
370,646;   18,349; -162,141;    0,000
370,812;   69,578;  -34,148;    0,000
370,978;  131,714;  -51,077;    0,000
371,143;  147,131;  -15,243;    0,000
371,309;  124,420;   -9,197;    0,000
371,475;   30,785;  -90,148;    0,000
371,641;  152,499;  -41,195;    0,000
371,807;  161,856;   24,826;    0,000
371,972;  142,459;    7,789;    0,000
372,138;  150,942;  -24,130;    0,000
372,304;  151,474;   24,844;    0,000
372,470;  223,838;   73,863;    0,000
372,636;  116,617;  -34,193;    0,000
372,801;  -57,772; -167,127;    0,000
372,967;   99,317;  -28,190;    0,000
373,133;  112,652; -121,206;    0,000
373,299;  204,810;   78,828;    0,000
373,464;  268,938;   57,857;    0,000
373,630;  151,567;  -24,100;    0,000
373,796;   97,052;  -57,184;    0,000
373,961;  265,010;   80,861;    0,000
374,127;   55,149;  -34,219;    0,000
374,293;   30,463; -143,197;    0,000
374,459;  199,967;   28,846;    0,000
374,624;  110,571;  -45,116;    0,000
374,790;   93,167;  -87,211;    0,000
374,956;  200,788;  104,836;    0,000
375,121;  133,428;  -23,139;    0,000
375,287;  268,028;  105,825;    0,000
375,453;   24,999; -104,240;    0,000
375,618;  120,478;  -38,127;    0,000
375,784;  343,606;  120,796;    0,000
375,950;  101,606;  -32,234;    0,000
376,115;  276,357;   83,901;    0,000
376,281;  121,671;   13,863;    0,000
376,447;   80,217;  -50,169;    0,000
376,612;  218,631;   77,847;    0,000
376,778;  273,449;   -5,132;    0,000
376,943;   30,414; -126,089;    0,000
377,109;   59,864;  -56,131;    0,000
377,275;  113,096;   10,845;    0,000
377,440;  157,735;  -38,100;    0,000
377,606;   -4,804;  -65,146;    0,000
377,771;  201,796;   51,863;    0,000
377,937;  124,528;  -74,130;    0,000
378,102;  184,621; -122,134;    0,000
378,268;   61,653; -107,175;    0,000
378,434;  134,560;   21,858;    0,000
378,599;  -58,440; -236,112;    0,000
378,765;  159,584;   47,774;    0,000
378,930;  381,649;  214,856;    0,000
379,096;   93,009;  -29,214;    0,000
379,261;  214,088;   22,833;    0,000
379,427;  278,670;  188,788;    0,000
379,592;  182,202;   19,806;    0,000
379,758;  126,706;  -20,180;    0,000
379,923;  169,960;   30,819;    0,000
380,089;  267,453;  163,822;    0,000
380,254;  185,785;  -10,103;    0,000
380,420;  205,106;   58,796;    0,000
380,585;  179,706;   55,850;    0,000
380,751;   28,924; -116,168;    0,000
380,916;  123,142;  -72,187;    0,000
381,081;  148,407;  -30,102;    0,000
381,247;   86,742;  -33,148;    0,000
381,412;  186,977;   56,797;    0,000
381,578;  196,174;   35,877;    0,000
381,743;   97,224;  -65,126;    0,000
381,909;   49,724;  -99,216;    0,000
382,074;   19,417; -102,181;    0,000
382,239;  -71,223;  -62,206;    0,000
382,405;  131,774;   70,826;    0,000
382,570;   23,628;  -35,151;    0,000
382,736;  -66,022; -183,172;    0,000
382,901;  209,714;  -17,092;    0,000
383,066;  155,042;   15,864;    0,000
383,232;  284,924;  158,772;    0,000
383,397;  183,553;   40,951;    0,000
383,562;   46,356; -206,159;    0,000
383,728;  155,220;  -42,185;    0,000
383,893;  233,338;   41,788;    0,000
384,058;   68,767; -146,157;    0,000
384,224;  150,592;   -4,109;    0,000
384,389;  228,074;   67,838;    0,000
384,554;  134,217;   30,846;    0,000
384,720;  104,949;  -32,162;    0,000
384,885;   42,164; -141,119;    0,000
385,050;  174,342;  -53,139;    0,000
385,216;  107,892;  -54,142;    0,000
385,381;  278,803;   53,876;    0,000
385,546;  150,420;  -12,182;    0,000
385,711;   54,949;  -20,162;    0,000
385,877;  155,507;  -51,108;    0,000
386,042;   83,485; -124,115;    0,000
386,207;   73,900;    6,946;    0,000
386,372;  152,027;   60,734;    0,000
386,538;  165,728;   -4,127;    0,000
386,703;  -54,058; -193,145;    0,000
386,868;  163,070;   41,794;    0,000
387,033;  189,317;   15,810;    0,000
387,199;  173,074;   29,808;    0,000
387,364;   -4,405; -209,185;    0,000
387,529;  225,617;   82,852;    0,000
387,694;  197,960;    1,924;    0,000
387,859;  -44,776; -210,216;    0,000
388,024;    3,978; -144,157;    0,000
388,190;  215,446;   84,899;    0,000
388,355;  101,078; -122,163;    0,000
388,520;   82,356;  -13,219;    0,000
388,685;  154,238;  -86,146;    0,000
388,850;  126,567; -206,190;    0,000
389,015;  115,374;   -5,210;    0,000
389,181;  161,953;   46,987;    0,000
389,346;   53,620;  -48,194;    0,000
389,511;   71,963; -117,152;    0,000
389,676;  121,299;  -62,168;    0,000
389,841;  325,796;  158,848;    0,000
390,006;    1,613; -214,161;    0,000
390,171;  256,017;  143,843;    0,000
390,336;  139,585; -122,136;    0,000
390,501;  110,610;  -49,160;    0,000
