Kadmium omättad(mättad) It 30,000 average: 300
Integration time [ms]:  30,000
Averaging Nr. [scans]: 300
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
320,976;   24,667;   21,297;    0,000
320,994;    4,870;   -0,553;    0,000
321,013;    6,287;   -5,350;    0,000
321,032;    4,120;   -3,253;    0,000
321,051;   34,510;   27,450;    0,000
321,070;   18,617;    6,133;    0,000
321,089;   23,070;   14,667;    0,000
321,108;   -9,123;  -16,620;    0,000
321,126;   11,883;    5,187;    0,000
321,145;   13,267;    1,110;    0,000
321,164;    3,987;   -4,930;    0,000
321,183;    0,103;   -8,830;    0,000
321,202;   11,873;    3,273;    0,000
321,221;  -14,090;  -26,030;    0,000
321,239;    7,210;   -5,180;    0,000
321,258;   17,057;    7,450;    0,000
321,277;   18,907;    8,570;    0,000
321,296;    6,223;  -10,563;    0,000
321,315;   12,410;    5,937;    0,000
321,333;    1,900;   -2,507;    0,000
321,352;    4,337;   -4,803;    0,000
321,371;   -2,253;  -14,933;    0,000
321,390;   26,600;   15,627;    0,000
321,409;    3,770;   -2,493;    0,000
321,427;   11,790;    4,600;    0,000
321,446;    2,623;   -6,220;    0,000
321,465;   15,863;   18,960;    0,000
321,484;  -10,367;  -13,160;    0,000
321,503;   28,513;   23,830;    0,000
321,521;   15,983;    4,520;    0,000
321,540;   20,883;    8,317;    0,000
321,559;    0,313;  -13,793;    0,000
321,578;   -1,373;   -9,120;    0,000
321,597;    4,463;   -7,767;    0,000
321,615;    7,263;   -0,307;    0,000
321,634;    9,540;   -0,423;    0,000
321,653;   12,790;    9,120;    0,000
321,672;    5,853;   -7,427;    0,000
321,690;    8,347;   -2,123;    0,000
321,709;    4,957;  -10,393;    0,000
321,728;   10,130;    3,323;    0,000
321,747;   11,090;   -4,633;    0,000
321,765;   16,823;    6,183;    0,000
321,784;   15,793;    2,247;    0,000
321,803;   28,263;   22,530;    0,000
321,822;   21,710;   14,867;    0,000
321,840;   25,020;   20,130;    0,000
321,859;   20,113;    5,963;    0,000
321,878;   25,270;   23,170;    0,000
321,897;   13,673;   -2,643;    0,000
321,915;    8,347;   -4,333;    0,000
321,934;    5,930;   -1,817;    0,000
321,953;   15,953;   11,753;    0,000
321,972;   -4,183;  -15,040;    0,000
321,990;   31,913;   25,577;    0,000
322,009;   -7,697;   -8,447;    0,000
322,028;   28,240;   20,557;    0,000
322,046;    7,950;   -1,773;    0,000
322,065;   26,183;   15,143;    0,000
322,084;   14,987;   -0,077;    0,000
322,103;    6,210;   -5,277;    0,000
322,121;    0,930;   -9,963;    0,000
322,140;    7,233;   -6,327;    0,000
322,159;   21,853;    4,107;    0,000
322,177;   16,870;    0,960;    0,000
322,196;    4,633;   -7,880;    0,000
322,215;    7,517;   -0,540;    0,000
322,234;    7,837;   -2,400;    0,000
322,252;   18,350;   15,187;    0,000
322,271;   17,000;   -1,050;    0,000
322,290;   18,303;    8,027;    0,000
322,308;   12,663;   -4,977;    0,000
322,327;   24,703;   15,433;    0,000
322,346;   15,517;    2,370;    0,000
322,364;    9,990;   -4,280;    0,000
322,383;   10,133;   -6,757;    0,000
322,402;   14,713;    3,230;    0,000
322,420;   10,553;   -7,877;    0,000
322,439;   15,980;   10,233;    0,000
322,458;    2,740;  -10,280;    0,000
322,476;   12,490;    0,153;    0,000
322,495;    9,903;   -6,783;    0,000
322,514;   20,683;    3,927;    0,000
322,532;   22,777;    9,830;    0,000
322,551;   32,263;   22,920;    0,000
322,570;   30,127;   13,187;    0,000
322,588;   25,677;   17,607;    0,000
322,607;   13,957;   -1,717;    0,000
322,626;   15,267;   -5,763;    0,000
322,644;   19,077;   -1,457;    0,000
