Kadmiummättad It:60 average:10
Integration time [ms]:  60,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
327,103;  872,900;   15,957;    0,000
327,121;  827,200;  -17,000;    0,000
327,139;  829,000;   -1,830;    0,000
327,157;  926,600;   -6,810;    0,000
327,175; 1252,200;   22,137;    0,000
327,193; 1099,000;    9,587;    0,000
327,211;  869,300;   -3,380;    0,000
327,229; 1014,300;   -1,397;    0,000
327,247;  989,200;   -3,210;    0,000
327,266; 1282,500;   -1,720;    0,000
327,284; 1475,900;    3,763;    0,000
327,302; 1490,200;   -2,550;    0,000
327,320; 1530,000;   16,797;    0,000
327,338; 1161,700;    2,203;    0,000
327,356;  824,100;   -1,823;    0,000
327,374;  514,700;  -11,143;    0,000
327,392;  447,200;   -1,743;    0,000
327,410;  625,300;  -11,147;    0,000
327,428;  769,200;   16,363;    0,000
327,446;  534,900;   -5,253;    0,000
327,464;  445,500;   14,070;    0,000
327,482;  483,600;    8,637;    0,000
327,500;  560,000;   -2,343;    0,000
327,518;  653,300;   -6,157;    0,000
327,536;  647,500;   20,337;    0,000
327,554;  625,100;   10,323;    0,000
327,572;  528,700;    2,793;    0,000
327,590;  372,400;  -12,887;    0,000
327,608;  424,200;   11,447;    0,000
327,626;  406,700;   15,930;    0,000
327,644;  365,300;    4,573;    0,000
327,662;  321,400;   -5,190;    0,000
327,680;  358,100;   10,990;    0,000
327,698;  325,600;    4,717;    0,000
327,716;  265,000;   -0,973;    0,000
327,734;  195,800;   -9,743;    0,000
327,752;  185,600;    0,923;    0,000
327,769;  230,500;    1,950;    0,000
327,787;  240,600;    1,777;    0,000
327,805;  225,800;    1,127;    0,000
327,823;  216,600;   13,997;    0,000
327,841;  187,100;    7,587;    0,000
327,859;  212,300;    4,213;    0,000
327,877;  191,000;    7,097;    0,000
327,895;  228,200;   18,327;    0,000
327,913;  206,600;    6,697;    0,000
327,931;  260,800;   23,503;    0,000
327,949;  210,700;  -18,650;    0,000
327,967;  268,100;   16,947;    0,000
327,985;  181,100;  -12,733;    0,000
328,003;  224,600;   20,640;    0,000
328,021;  171,400;  -17,773;    0,000
328,039;  206,600;   13,443;    0,000
328,057;  151,800;   -2,800;    0,000
328,075;  165,100;   25,390;    0,000
328,092;  122,900;   -2,867;    0,000
328,110;  128,900;   -2,947;    0,000
328,128;  108,900;   -5,703;    0,000
328,146;  130,900;   16,143;    0,000
328,164;  141,300;   -2,260;    0,000
328,182;   98,300;   -5,103;    0,000
328,200;  128,800;    2,460;    0,000
328,218;   65,400;   -6,957;    0,000
328,236;   81,100;   -1,773;    0,000
328,254;  105,400;   -2,223;    0,000
328,272;  106,200;   15,157;    0,000
328,289;   90,800;    3,037;    0,000
328,307;   94,700;   -1,707;    0,000
328,325;   70,100;    2,170;    0,000
328,343;   64,700;   -8,607;    0,000
328,361;   82,400;    9,000;    0,000
328,379;   75,700;  -10,340;    0,000
328,397;   83,800;    2,673;    0,000
328,415;   60,700;   -8,843;    0,000
328,433;  114,200;   12,887;    0,000
328,450;   81,600;    4,757;    0,000
328,468;  120,200;   17,573;    0,000
328,486;   53,900;   -0,793;    0,000
328,504;   88,400;    4,770;    0,000
328,522;   74,800;   -5,190;    0,000
328,540;  105,300;   19,740;    0,000
328,558;   83,400;   -2,583;    0,000
328,575;   53,700;    7,350;    0,000
328,593;   83,500;   11,713;    0,000
328,611;   84,000;    9,733;    0,000
328,629;   56,800;   -6,553;    0,000
328,647;   66,700;    0,193;    0,000
328,665;   37,600;  -10,377;    0,000
328,683;   61,000;   11,093;    0,000
328,700;  106,700;   28,860;    0,000
328,718;   70,600;    7,570;    0,000
328,736;   21,100;   -3,347;    0,000
328,754;   70,800;   14,277;    0,000
328,772;   54,600;   -5,640;    0,000
328,789;   26,600;   -6,897;    0,000
328,807;   28,500;   -9,800;    0,000
328,825;   51,600;    0,130;    0,000
328,843;   65,000;   12,513;    0,000
328,861;   60,600;   -1,833;    0,000
328,879;   33,300;   -6,817;    0,000
328,896;   40,700;   -4,690;    0,000
328,914;   82,400;    9,213;    0,000
328,932;   39,900;    4,623;    0,000
328,950;   57,600;   -6,870;    0,000
328,968;   67,800;    7,277;    0,000
328,985;   77,200;    5,583;    0,000
329,003;   59,300;    9,213;    0,000
329,021;   78,900;   15,987;    0,000
329,039;   33,900;    3,550;    0,000
329,057;   54,600;   -1,160;    0,000
329,074;   37,500;   -2,230;    0,000
329,092;    0,000;  -17,783;    0,000
329,110;   24,500;   -2,623;    0,000
329,128;   49,100;    3,010;    0,000
329,146;   61,000;    4,920;    0,000
329,163;    7,600;  -19,053;    0,000
329,181;   71,600;   21,080;    0,000
329,199;   13,900;   -8,333;    0,000
329,217;   28,500;    1,020;    0,000
329,234;   52,400;    2,313;    0,000
329,252;   20,800;   -7,790;    0,000
329,270;    3,500;   -3,843;    0,000
329,288;   50,400;    5,833;    0,000
329,305;   62,200;    9,370;    0,000
329,323;   48,700;    9,017;    0,000
329,341;   59,500;    2,717;    0,000
329,359;  102,500;   28,533;    0,000
329,376;   36,500;   -7,403;    0,000
329,394;   30,400;    1,680;    0,000
329,412;   42,700;    6,847;    0,000
329,430;   42,600;    0,163;    0,000
329,447;   24,100;  -10,643;    0,000
329,465;   10,700;   -3,400;    0,000
329,483;   55,100;   10,790;    0,000
329,501;   49,800;   13,273;    0,000
329,518;   -8,400;  -10,690;    0,000
329,536;   18,700;   -5,847;    0,000
329,554;   43,100;   -2,967;    0,000
329,571;   33,600;   22,140;    0,000
329,589;   -2,100;  -10,037;    0,000
329,607;   28,000;    0,770;    0,000
329,625;   12,200;  -13,650;    0,000
329,642;   40,400;    1,667;    0,000
329,660;    5,400;  -18,180;    0,000
329,678;   48,500;   12,297;    0,000
329,695;   13,000;   -7,323;    0,000
329,713;   46,300;    1,697;    0,000
329,731;   19,500;   -6,953;    0,000
329,748;    9,400;   -9,147;    0,000
329,766;   40,200;    1,883;    0,000
329,784;   46,800;   14,960;    0,000
329,802;   70,200;   17,277;    0,000
329,819;   38,800;   -0,837;    0,000
329,837;   35,700;  -17,347;    0,000
329,855;   22,500;   -7,303;    0,000
329,872;   -7,500;  -12,417;    0,000
329,890;   51,800;   16,700;    0,000
329,908;   63,700;   20,560;    0,000
329,925;   33,100;    7,720;    0,000
329,943;  -14,300;  -18,630;    0,000
329,961;   23,100;    3,033;    0,000
329,978;   -1,800;   -9,133;    0,000
329,996;    8,400;    6,180;    0,000
330,014;    6,800;   -0,760;    0,000
330,031;   40,400;   11,553;    0,000
330,049;   12,600;  -14,867;    0,000
330,067;   53,200;    9,997;    0,000
330,084;   19,000;   -8,207;    0,000
330,102;   44,400;   10,713;    0,000
330,119;   30,600;   -4,993;    0,000
330,137;   68,700;   16,100;    0,000
330,155;    7,100;   -5,670;    0,000
330,172;   12,400;   -1,803;    0,000
330,190;   -9,000;  -10,540;    0,000
330,208;   -4,500;   -8,870;    0,000
330,225;    3,300;  -22,670;    0,000
330,243;   -1,600;  -14,670;    0,000
330,260;   44,700;    2,123;    0,000
330,278;   28,200;    4,617;    0,000
330,296;   -4,600;  -13,107;    0,000
330,313;   24,700;    7,367;    0,000
330,331;   26,700;    1,893;    0,000
330,349;    0,700;   -2,650;    0,000
330,366;   47,300;   12,963;    0,000
330,384;   34,400;   13,480;    0,000
330,401;   20,900;   -6,770;    0,000
330,419;   18,700;   -3,950;    0,000
